CONTROL_NUMBER,DONOR_AGE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,RECENT_STAR_STATUS,TARGET_B,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_VIETNAM_VETERANS,PER_CAPITA_INCOME,_NAME_,causes donated to last year,familiarity with programs,willingness to recommend
155402,78,C,3,30,U,M,,1,0,125,0,1,S,3,3,6,2,15,31,69,77,38,2.03,5,6,15,125,1,816,223,51,58,9357,survey_value,1,0,6
155423,,U,4,10,U,M,,0,0,17,0,0,F,1,25,1,1,17,6,14,25,1,25,0,25,17,17,,940,215,37,25,8970,survey_value,1,1,6
155426,56,U,3,8,U,F,2,0,0,17,0,0,F,1,15,1,1,17,5,14,15,1,15,0,15,17,17,,412,243,75,37,11072,survey_value,5,4,10
155438,86,U,3,8,U,F,,11,0,113,0,1,A,1,11,2,0,17,26,70,87,15,5.8,10,12,17,103,2,1038,249,82,37,10616,survey_value,5,4,10
155449,70,U,4,10,H,F,2,0,0,77,0,0,A,1,0,0,0,,15,31,79,5,15.8,20,25,18,65,1,704,245,68,10,7406,survey_value,2,2,7
155468,69,C,2,27,H,F,2,1,0,101,0,1,S,2,15.5,4,3,18,28,67,124,10,12.4,12,17,18,105,3,1829,528,88,31,15228,survey_value,2,1,7
155472,,S,2,17,U,M,1,0,0,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17,,1448,332,36,44,13874,survey_value,1,1,6
155478,44,C,3,30,H,F,4,0,1,29,0,0,A,4,15,5,3,20,11,25,85,6,14.17,10,10,18,29,,0,338,57,27,11558,survey_value,4,3,9
155516,42,C,3,30,H,M,4,0,0,29,0,0,N,1,20,2,0,15,10,21,40,2,20,0,20,15,27,,893,402,60,52,11700,survey_value,5,4,10
155523,71,C,2,26,H,F,3,0,0,41,0,0,A,2,15,2,1,22,9,22,32,3,10.67,13,15,22,41,,1185,244,26,26,15753,survey_value,5,4,10
155524,48,C,2,27,H,M,5,0,0,41,0,0,A,1,16,2,1,17,13,34,42,3,14,7,17,17,41,,1380,432,68,46,15816,survey_value,1,0,6
155528,76,C,2,26,U,F,,0,1,41,0,0,A,3,10.5,4,3,16,14,33,58,6,9.67,7,10,16,45,4,1185,244,26,31,15753,survey_value,0,0,5
155541,63,T,1,35,H,M,7,10,1,89,0,1,A,1,12,2,1,30,24,63,137,14,9.79,9,10,18,89,7,2236,546,92,51,19923,survey_value,2,1,7
155550,73,C,2,27,H,F,1,7,0,125,0,1,A,1,10,3,1,18,30,73,148,21,7.05,9,12,18,118,2,1176,287,30,30,15656,survey_value,5,4,10
155553,15,C,2,27,H,F,2,1,1,137,0,1,S,3,13.75,4,2,18,29,71,151,25,6.04,23,5,6,122,1,1348,386,87,37,15377,survey_value,5,4,10
155555,72,C,1,24,H,M,5,3,0,137,0,1,A,1,20,2,1,17,31,77,233,17,13.71,15,20,17,129,5,1578,434,89,48,19312,survey_value,2,2,7
155558,33,C,2,25,H,M,4,0,0,137,0,0,A,2,15,3,1,18,33,73,143,12,11.92,10,15,18,116,2,1293,219,11,20,11501,survey_value,1,1,6
155565,37,S,2,19,H,F,4,0,0,65,0,0,A,1,21,1,0,25,18,42,51,3,17,6,21,25,57,3,1391,329,45,47,10612,survey_value,0,0,5
155567,56,S,2,19,U,U,,1,0,65,0,1,S,1,18.33,3,1,18,24,55,180,13,13.85,20,25,18,62,3,1391,329,45,47,10612,survey_value,2,2,7
155569,70,S,1,12,H,M,7,0,1,77,0,0,A,1,15,1,0,26,15,41,43,3,14.33,2,15,26,75,,1691,500,86,34,18202,survey_value,5,4,10
155577,63,S,2,20,H,M,3,1,0,137,0,1,S,4,6.75,4,2,17,26,67,123,17,7.24,7,8,17,128,,1411,422,53,48,15974,survey_value,1,1,6
155602,77,C,1,24,H,M,4,0,1,89,0,0,A,1,25,1,1,21,21,56,141,7,20.14,20,25,21,86,7,1426,435,86,35,21462,survey_value,1,0,6
155603,31,C,2,25,H,F,6,0,0,77,0,0,A,2,15,2,0,15,20,53,82,8,10.25,10,15,15,69,6,1500,269,27,30,12562,survey_value,0,0,5
155604,77,C,2,27,H,M,5,0,0,89,0,1,A,3,22.33,3,0,15,22,48,195,12,16.25,20,22,15,78,5,1368,406,83,54,13921,survey_value,3,2,8
155607,43,S,1,14,H,F,7,1,1,89,0,1,S,3,36.33,6,1,15,26,71,544,16,34,20,37,15,85,9,3152,853,96,44,35415,survey_value,5,4,10
155620,58,C,1,22,U,F,,0,0,137,0,0,A,1,16,1,0,21,23,55,56,6,9.33,13,16,21,103,3,1338,345,49,34,14576,survey_value,5,4,10
155624,67,S,1,13,H,U,6,0,0,137,0,0,A,1,25,1,0,17,30,68,127,6,21.17,32,25,17,116,8,2196,666,91,45,29997,survey_value,2,2,7
155628,,?,?,,U,U,,0,1,41,0,0,F,1,33.01,1,1,18,14,34,51.36,2,25.68,14.66,33.01,18,40,,2165,527,73,0,25623,survey_value,4,3,9
155642,,C,2,25,U,U,,1,1,53,0,1,S,2,11.2,5,3,17,18,45,90,10,9,8,13,17,53,1,1034,176,13,27,10176,survey_value,4,3,9
155653,47,T,2,40,H,F,7,0,1,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17,,2113,536,86,39,14737,survey_value,2,2,7
155658,35,T,1,35,H,F,7,1,0,41,0,1,S,3,7,4,1,19,14,34,40,6,6.67,4,10,19,44,,1261,366,58,28,10884,survey_value,4,3,9
155686,49,S,1,12,H,M,1,0,0,77,0,0,A,1,50,1,0,25,23,56,200,5,40,30,50,25,74,6,1713,456,91,54,15686,survey_value,5,4,10
155702,,S,2,19,H,U,7,0,0,41,0,1,A,2,10.5,4,4,20,15,38,47,5,9.4,10,9,20,44,,1217,358,57,33,15224,survey_value,1,1,6
155726,79,T,2,38,U,F,2,0,0,113,0,0,A,1,15,1,1,21,20,51,63,6,10.5,9,15,21,105,2,1326,224,62,29,11710,survey_value,3,2,8
155729,77,T,3,41,U,F,1,1,0,125,0,1,S,3,9.5,4,1,18,26,66,128,19,6.74,7,10,18,123,1,1543,315,77,19,14186,survey_value,4,3,9
155749,55,R,2,46,H,M,4,0,0,77,0,1,A,1,22.5,2,2,18,21,50,63,6,10.5,22,25,18,66,2,1246,221,78,21,12172,survey_value,2,1,7
155763,,C,3,33,U,F,,0,0,41,0,1,A,1,12,3,3,22,16,38,57,6,9.5,10,15,22,44,2,769,222,69,15,11693,survey_value,3,3,8
155782,78,C,3,33,H,F,4,0,0,113,0,1,A,4,6.25,4,1,17,23,57,55,13,4.23,8,10,17,105,1,857,184,91,4,14611,survey_value,4,3,9
155799,40,C,2,28,H,F,4,0,0,29,0,1,A,3,10,3,3,20,8,19,36,4,9,10,10,20,28,,1200,372,90,30,15722,survey_value,0,0,5
155812,,C,2,28,U,M,,0,0,53,0,0,A,1,25,1,0,26,13,34,65,3,21.67,5,25,26,52,3,893,248,43,26,12640,survey_value,2,1,7
155819,,T,2,37,H,F,3,0,0,65,0,0,A,1,20,1,0,20,16,43,46,4,11.5,15,20,20,63,2,1234,232,83,20,14778,survey_value,1,1,6
155831,70,T,2,37,H,F,2,12,0,101,0,1,A,1,15,1,1,17,24,64,91,9,10.11,10,15,17,92,2,1234,232,83,20,14778,survey_value,2,1,7
155839,81,T,2,37,H,M,1,0,0,125,0,1,A,1,20,1,1,17,28,70,159,13,12.23,15,20,17,117,2,1894,453,94,20,17461,survey_value,3,2,8
155851,35,C,2,29,H,F,4,0,1,29,0,0,N,1,20,1,1,23,6,17,20,1,20,0,20,23,23,,978,200,73,13,13560,survey_value,1,0,6
155855,79,C,2,29,U,F,1,0,0,29,0,0,A,2,14.67,3,2,16,9,19,44,3,14.67,12,12,16,29,,889,215,66,11,9540,survey_value,3,3,8
155856,82,C,2,27,H,F,1,0,1,29,0,0,A,3,7.67,3,1,18,10,22,29,4,7.25,6,11,18,29,,1207,284,69,23,19872,survey_value,5,4,10
155861,,C,2,29,U,M,3,0,0,41,0,0,A,4,10.67,6,3,19,15,33,69,7,9.86,10,12,19,40,,1125,195,96,7,15103,survey_value,0,0,5
155878,74,C,2,29,H,F,4,6,0,89,0,1,A,1,25,1,1,25,20,49,85,7,12.14,20,25,25,81,2,978,200,73,13,13560,survey_value,2,2,7
155898,,C,2,28,U,F,,0,0,41,0,0,A,2,12.5,2,1,24,14,32,39,4,9.75,10,15,24,39,,811,193,46,15,9101,survey_value,0,0,5
155907,,T,3,41,H,F,4,0,1,77,1,1,A,1,15,2,1,19,23,56,91,7,13,5,15,19,76,1,713,212,89,11,11909,survey_value,4,4,9
155921,77,R,1,42,U,M,,1,1,137,0,1,S,2,25.5,2,1,19,32,74,183,13,14.08,21,26,19,126,3,1483,306,70,26,17874,survey_value,3,2,8
155943,75,C,2,27,H,M,3,0,1,29,0,0,N,3,12,3,1,15,9,20,36,3,12,4,14,15,25,,1309,409,83,46,12004,survey_value,4,4,9
155963,74,C,2,27,H,F,4,1,1,101,0,1,S,4,10.4,5,2,18,24,60,90,13,6.92,10,12,18,93,4,1272,405,82,59,11674,survey_value,5,4,10
155965,57,C,2,27,H,M,4,3,0,113,0,1,A,1,28.67,3,0,18,31,76,346,14,24.71,16,31,18,113,4,1272,405,82,59,11674,survey_value,1,1,6
155967,77,C,2,27,U,F,2,1,1,125,0,1,S,3,6,6,6,21,32,76,200,36,5.56,4,6,21,122,5,2521,412,64,46,13961,survey_value,3,3,8
155970,53,C,1,24,H,F,7,0,1,29,0,0,A,3,28.75,4,3,17,10,23,115,4,28.75,30,50,17,29,,1555,522,91,58,17990,survey_value,4,3,9
155972,42,C,1,24,H,M,3,1,0,29,0,1,S,3,6.8,5,5,20,13,29,40,6,6.67,5,10,20,32,,2444,358,63,55,17574,survey_value,0,0,5
155973,,C,2,27,U,F,,0,0,41,0,1,A,4,7.99,6,4,19,13,33,65.92,9,7.32,10.08,5,19,38,,1555,522,91,49,17990,survey_value,1,1,6
155975,49,C,1,24,H,F,7,0,0,53,0,0,A,1,17.5,2,0,17,13,33,40,3,13.33,20,25,17,51,8,2232,632,93,54,21025,survey_value,5,4,10
156034,37,T,2,40,H,M,5,0,1,29,0,0,N,1,20,1,1,24,6,16,20,1,20,0,20,24,24,,1873,394,88,26,19031,survey_value,3,2,8
156055,35,T,2,36,H,M,4,0,0,29,0,1,A,4,4.2,5,4,15,10,24,31,7,4.43,3,5,15,29,,1742,469,82,36,18318,survey_value,4,4,9
156077,41,T,2,36,H,F,4,0,1,89,0,0,A,2,11.75,4,3,19,23,58,116,12,9.67,15,10,19,80,1,1180,232,70,24,7582,survey_value,0,0,5
156101,,T,2,39,U,M,,1,0,137,0,1,S,2,36.25,4,3,15,30,78,399,21,19,37,40,15,125,3,1137,342,77,20,10895,survey_value,1,1,6
156112,71,C,3,33,H,M,4,1,0,113,0,1,S,2,10.5,4,2,16,29,75,186,20,9.3,10,11,16,109,1,1089,230,82,12,12286,survey_value,0,0,5
156123,,C,3,33,U,F,,1,0,41,0,1,S,4,7.71,7,2,16,14,33,59,8,7.38,5,10,16,37,,1089,230,82,12,12286,survey_value,4,3,9
156141,,T,2,40,U,U,,0,0,41,0,0,A,1,12.5,2,0,19,11,31,30,3,10,10,15,19,40,,1773,414,90,24,16413,survey_value,4,3,9
156143,76,T,2,40,H,F,5,0,0,65,0,0,A,1,12.5,2,2,17,16,43,33,4,8.25,12,15,17,57,3,1172,313,81,47,10772,survey_value,2,1,7
156152,72,T,2,37,H,F,5,1,1,77,0,1,S,2,16.5,2,1,17,24,62,183,16,11.44,12,17,17,77,3,1115,313,66,19,16625,survey_value,4,3,9
156158,81,T,2,37,H,F,4,0,0,29,0,0,N,2,12.5,2,2,17,9,21,25,2,12.5,5,15,17,24,,979,218,85,13,15099,survey_value,5,4,10
156162,,T,2,37,U,M,1,0,0,29,0,0,A,2,13.33,3,3,17,13,34,50,4,12.5,5,10,17,33,,833,209,80,5,16422,survey_value,5,4,10
156174,71,C,2,28,H,M,3,0,1,41,0,1,A,4,10,6,4,16,17,40,85,9,9.44,5,10,16,45,3,899,479,87,19,15544,survey_value,3,2,8
156175,,T,2,37,U,M,,0,0,65,0,0,A,1,15,2,1,24,16,37,52,4,13,5,15,24,57,1,979,218,85,13,15099,survey_value,2,1,7
156179,83,C,2,29,H,F,2,1,0,65,0,1,S,3,10,5,3,15,23,55,130,14,9.29,5,10,15,65,1,979,218,85,2,15099,survey_value,5,4,10
156190,,T,2,40,U,F,,1,0,89,0,1,S,3,9,5,2,19,26,67,167,20,8.35,5,9,19,86,5,1364,459,93,28,14097,survey_value,2,2,7
156200,78,C,2,29,H,M,4,1,0,137,0,1,S,3,12,4,2,17,29,71,316,30,10.53,15,10,17,117,1,833,209,80,2,16422,survey_value,0,0,5
156217,57,T,1,35,U,M,5,0,0,89,0,0,A,1,20,1,0,26,20,47,50,3,16.67,10,20,26,80,,2074,495,86,27,20386,survey_value,0,0,5
156219,,T,1,35,U,F,,0,0,17,0,0,F,2,25,1,1,17,6,15,35,2,17.5,15,10,15,17,,1982,440,64,43,17696,survey_value,4,3,9
156224,50,T,1,35,H,M,7,0,1,29,0,0,A,1,26.5,2,1,26,11,27,53,2,26.5,7,30,26,33,,4933,691,89,44,37073,survey_value,0,0,5
156233,35,T,1,35,H,F,5,0,0,29,0,0,A,2,16.67,3,0,19,11,25,50,3,16.67,3,18,19,32,,2123,458,66,31,16611,survey_value,0,0,5
156237,29,T,1,35,U,M,2,0,0,41,0,0,A,1,20,1,0,26,10,27,25,2,12.5,15,20,26,44,,1743,459,83,31,17735,survey_value,3,3,8
156245,26,T,1,35,U,M,,0,0,17,0,0,N,3,10,3,2,15,7,18,30,3,10,0,10,15,21,,1742,469,82,33,18318,survey_value,2,2,7
156255,70,T,2,40,H,F,4,4,0,53,0,1,A,1,17.5,2,1,19,18,44,65,7,9.29,17,20,19,52,7,1911,400,50,38,18150,survey_value,0,0,5
156266,60,R,1,42,H,F,7,0,1,89,0,0,A,1,18,1,0,18,22,57,95,7,13.57,13,18,18,81,4,3921,413,84,25,21648,survey_value,5,4,10
156288,,T,2,40,H,F,4,0,0,137,0,1,A,1,20,1,0,20,26,66,124,7,17.71,10,20,20,110,7,789,200,81,45,9717,survey_value,1,1,6
156307,,?,?,,U,M,,0,0,29,0,0,N,2,15,2,2,15,7,17,30,2,15,10,20,15,22,,2165,373,56,0,19316,survey_value,4,3,9
156324,,S,1,15,U,U,,0,1,41,0,1,A,1,10,3,2,16,14,36,35,4,8.75,10,15,16,41,,2016,431,63,0,17882,survey_value,3,3,8
156331,57,S,1,12,U,F,,0,0,77,0,0,A,1,25,1,0,26,13,39,55,3,18.33,15,25,26,62,8,736,205,49,43,8334,survey_value,1,1,6
156335,76,S,1,13,U,F,,0,0,77,0,1,A,1,25,2,2,24,25,61,182,11,16.55,15,25,24,75,9,3064,658,86,37,32704,survey_value,5,4,10
156343,,?,?,,U,M,,0,0,113,0,1,A,1,6.5,2,0,18,27,71,152,17,8.94,10,10,18,104,8,1663,375,88,0,22622,survey_value,5,4,10
156344,,S,1,14,U,M,,0,1,113,0,0,A,2,14,3,2,15,26,64,111,11,10.09,10,15,15,113,8,2917,625,95,28,23064,survey_value,0,0,5
156350,56,S,1,11,U,F,,0,0,137,0,1,A,1,10,2,1,17,29,75,140,19,7.37,7,10,17,122,8,1903,546,76,41,22713,survey_value,2,2,7
156352,81,C,1,24,H,M,7,0,0,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16,,2881,509,63,18,22485,survey_value,4,3,9
156354,40,C,1,24,H,M,7,0,0,41,0,1,A,3,7,5,4,22,12,27,35,5,7,5,10,22,35,,3092,455,75,18,23744,survey_value,5,4,10
156366,63,S,1,13,H,F,6,0,0,29,0,0,A,1,16,2,2,17,9,21,32,2,16,2,17,17,29,,5913,1013,97,9,42224,survey_value,0,0,5
156372,67,S,1,13,H,M,3,0,0,65,0,0,A,1,50,1,0,26,16,46,80,3,26.67,40,50,26,64,,5869,665,88,20,41382,survey_value,3,2,8
156378,69,S,1,13,H,F,6,0,1,89,0,0,A,2,13.8,5,2,19,22,61,132,12,11,12,10,19,89,9,5000,738,63,20,50907,survey_value,4,3,9
156390,68,U,1,2,H,F,6,0,0,17,0,0,E,1,15,1,0,15,3,9,15,1,15,0,15,15,15,,3365,810,94,6,32358,survey_value,2,2,7
156393,49,U,1,2,U,F,,0,0,17,0,0,N,1,15,1,1,21,5,13,15,1,15,0,15,21,21,,3365,810,94,6,32358,survey_value,2,2,7
156414,81,U,1,1,H,F,4,0,1,53,0,0,A,1,20,1,1,24,18,42,50,4,12.5,15,20,24,53,4,2184,351,11,17,16480,survey_value,1,0,6
156428,71,U,1,1,U,F,,1,1,89,0,1,S,2,10,4,1,18,25,67,145,18,8.06,10,13,18,89,8,1610,317,29,38,17698,survey_value,3,3,8
156437,63,U,2,7,H,M,4,0,1,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16,,2130,315,29,20,11583,survey_value,4,4,9
156449,61,U,1,2,U,F,2,0,1,29,0,1,A,3,8.25,4,3,21,11,26,33,4,8.25,6,10,21,33,,3261,364,71,12,19895,survey_value,3,3,8
156453,70,U,3,9,U,F,,0,0,41,0,0,A,3,10.6,5,3,18,15,34,76,8,9.5,8,13,18,41,,1905,407,82,34,17541,survey_value,2,2,7
156457,44,U,2,4,U,F,,0,1,41,0,0,A,1,25,1,1,16,13,35,45,3,15,20,25,16,45,1,0,0,0,62,0,survey_value,2,2,7
156462,35,U,1,3,H,F,6,0,0,65,0,1,A,1,18,3,1,19,17,42,68,5,13.6,20,25,19,56,8,3254,481,48,58,18646,survey_value,4,4,9
156472,7,U,1,3,H,M,4,0,0,77,0,0,A,1,9.33,3,2,17,20,50,64,7,9.14,12,15,17,77,7,3357,491,44,25,25819,survey_value,3,2,8
156473,81,U,2,7,H,F,4,1,1,89,0,1,S,4,7.14,7,5,17,23,59,97,17,5.71,6,3,15,81,2,2130,315,29,20,11583,survey_value,5,4,10
156483,49,U,3,9,H,M,4,0,0,113,0,0,A,1,14,2,0,18,27,70,111,12,9.25,12,14,18,113,2,1463,371,69,20,15889,survey_value,2,1,7
156485,56,U,1,3,U,F,2,0,1,137,0,1,A,1,12,1,0,26,25,67,94,15,6.27,9,12,26,131,,2433,403,43,31,18284,survey_value,4,3,9
156488,,U,2,6,U,F,,1,0,137,0,1,S,2,27.5,2,2,17,30,73,158,16,9.88,27,30,17,128,5,2446,481,57,20,19909,survey_value,3,3,8
156505,49,C,1,22,H,M,6,0,0,41,0,0,A,1,17.5,2,1,16,17,40,70,5,14,15,15,16,44,8,3056,576,63,32,29500,survey_value,4,4,9
156510,55,C,1,22,H,F,7,0,0,77,0,0,A,2,11,2,1,16,22,59,99,8,12.38,5,12,16,76,8,2493,816,85,32,39428,survey_value,4,3,9
156537,29,C,2,26,H,F,6,0,0,29,0,1,A,3,9.25,4,1,18,10,25,37,4,9.25,6,10,18,28,,1972,374,78,30,19411,survey_value,4,3,9
156554,33,S,1,14,H,F,6,0,0,53,0,0,A,2,20,1,1,24,16,42,73,4,18.25,22,25,17,52,9,2620,697,86,65,22692,survey_value,3,3,8
156557,43,S,1,14,H,F,7,1,0,53,0,1,S,3,16,5,2,18,17,39,112,9,12.44,15,20,18,52,8,2379,622,85,59,19443,survey_value,5,4,10
156559,51,S,1,12,H,M,7,0,1,65,0,1,A,3,11.4,5,2,15,17,42,69,7,9.86,10,15,15,57,8,2158,576,80,51,20066,survey_value,1,0,6
156568,48,S,1,14,U,U,,1,1,77,0,1,S,2,63.33,3,1,21,24,63,481,12,40.08,65,70,21,69,9,3020,756,82,45,26135,survey_value,3,3,8
156572,,S,1,11,H,M,7,0,1,89,0,0,A,4,22.75,4,1,15,20,52,156,9,17.33,20,25,15,80,,3092,578,61,53,25768,survey_value,1,1,6
156576,65,U,2,7,H,M,7,0,0,89,0,0,A,2,26,3,2,21,24,57,133,6,22.17,12,26,21,80,6,1431,393,39,48,18450,survey_value,5,4,10
156591,64,U,1,2,H,M,6,3,0,137,0,1,A,1,12.33,3,2,22,29,65,94,10,9.4,11,15,22,125,8,2574,624,79,45,20616,survey_value,5,4,10
156598,33,S,1,15,U,F,,0,0,29,0,0,N,2,12.5,2,2,21,9,21,25,2,12.5,15,20,21,24,,2184,302,31,16,14385,survey_value,1,1,6
156602,,S,2,17,U,M,,0,0,29,0,0,A,1,21,2,1,18,10,23,42,2,21,2,22,18,30,,1191,364,17,30,22456,survey_value,3,2,8
156614,61,S,1,13,U,M,,0,0,65,0,0,A,2,16.33,3,2,22,15,41,71,5,14.2,10,20,22,65,7,911,394,72,28,18368,survey_value,5,4,10
156618,53,S,2,17,U,U,,0,1,89,0,0,A,2,15,2,0,15,17,47,58,6,9.67,10,15,15,81,,2043,364,42,36,19087,survey_value,0,0,5
156651,,U,2,7,U,M,,0,0,29,0,0,A,1,76.5,2,1,18,11,25,153,2,76.5,47,100,18,29,,1900,335,58,30,13652,survey_value,0,0,5
156664,,U,2,7,U,M,,0,0,77,0,0,A,2,18.33,3,1,18,18,47,77,6,12.83,18,22,18,66,4,2060,449,85,0,16367,survey_value,1,1,6
156674,50,S,1,14,U,F,,1,1,125,0,1,S,3,26.8,5,3,22,32,74,277,16,17.31,45,28,22,122,9,3469,656,93,17,23498,survey_value,3,2,8
156685,71,?,?,,H,F,4,0,0,17,0,0,F,1,25,1,1,19,6,16,25,1,25,0,25,19,19,,5227,980,98,0,39746,survey_value,2,2,7
156695,41,?,?,,H,F,5,0,0,41,0,0,A,1,15,2,2,25,15,35,55,4,13.75,15,20,25,41,,1935,497,54,0,21745,survey_value,2,2,7
156712,,U,2,6,U,F,,0,1,17,0,0,F,2,20,1,1,17,6,15,35,2,17.5,5,15,15,17,,2627,576,78,29,22267,survey_value,2,2,7
156715,,U,2,6,U,F,,0,0,17,0,0,N,2,12.5,2,2,16,8,19,25,2,12.5,5,15,16,20,,1908,409,85,23,15473,survey_value,1,0,6
156730,,U,2,7,U,F,,0,0,41,0,0,A,1,20,1,0,16,14,36,35,3,11.67,15,20,16,43,,1840,305,50,32,10878,survey_value,1,1,6
156734,,U,2,6,U,F,,0,0,65,0,0,A,3,10.5,4,1,19,17,42,61,7,8.71,7,12,19,57,,1905,457,84,35,12597,survey_value,4,3,9
156770,59,U,1,2,U,M,,0,1,101,0,0,A,1,14,2,0,18,21,55,72,9,8,12,15,18,92,6,2046,426,60,18,11118,survey_value,3,2,8
156780,77,U,2,7,U,M,,0,0,41,0,0,A,1,45,1,0,20,14,33,80,2,40,10,45,20,42,,2409,279,35,38,12524,survey_value,0,0,5
156784,62,U,1,2,U,M,,0,0,17,0,0,F,1,18,1,1,16,5,13,18,1,18,0,18,16,16,,2114,526,82,36,17208,survey_value,1,1,6
156785,77,U,2,6,H,M,4,0,0,17,0,0,F,2,12.5,2,0,15,7,17,25,2,12.5,5,15,15,20,,1914,435,55,27,10827,survey_value,1,0,6
156793,,U,2,6,U,M,,0,0,29,0,0,A,2,18.33,3,2,18,12,25,65,4,16.25,10,20,18,29,,1842,424,71,0,11955,survey_value,1,0,6
156794,32,U,3,8,U,M,,0,0,29,0,0,A,1,20,2,1,24,9,25,40,2,20,0,20,24,32,,1867,402,63,40,10394,survey_value,1,1,6
156817,,U,2,7,U,F,,0,1,17,0,0,F,1,20,1,0,16,6,13,20,1,20,0,20,16,16,,1796,266,29,39,10720,survey_value,4,3,9
156818,,U,2,6,U,F,,0,0,17,0,0,F,1,15,1,0,15,5,11,15,1,15,0,15,15,15,,1875,475,82,23,15747,survey_value,3,3,8
156820,,U,2,6,U,M,,0,0,29,0,0,N,1,20,1,1,22,5,12,20,1,20,0,20,22,22,,1622,294,54,31,11972,survey_value,1,0,6
156821,,U,2,6,U,U,,0,0,29,0,0,A,1,15,2,1,18,8,20,30,2,15,0,15,18,29,,1939,377,54,52,10324,survey_value,4,3,9
156835,47,S,1,12,U,M,,0,0,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16,,2289,554,88,37,20528,survey_value,1,1,6
156837,68,S,1,13,U,M,,0,0,29,0,0,A,1,15,2,2,28,13,29,56,4,14,14,20,18,32,,2471,577,89,29,21280,survey_value,1,0,6
156866,75,U,1,2,H,M,5,0,1,17,0,0,N,2,15,1,1,21,8,17,40,2,20,10,25,19,21,,3393,537,93,10,22083,survey_value,0,0,5
156869,45,U,1,2,H,F,7,0,0,29,0,0,N,2,15,2,2,16,7,16,30,2,15,10,20,16,22,,2392,553,74,60,14997,survey_value,1,1,6
156876,70,U,1,3,H,F,7,0,0,29,0,0,A,1,15,3,2,19,12,29,55,4,13.75,10,15,19,32,,2472,571,85,26,29901,survey_value,4,4,9
156877,84,U,1,3,U,M,1,0,0,29,0,0,A,1,20,1,0,18,7,20,25,2,12.5,15,20,18,31,,3821,702,94,26,24258,survey_value,2,2,7
156880,29,U,1,2,H,F,5,0,0,29,0,0,A,1,14,4,2,26,12,27,56,4,14,6,15,26,33,,3329,680,88,54,22767,survey_value,0,0,5
156881,47,U,1,2,H,F,6,0,0,29,0,0,A,2,13,4,2,19,13,30,52,4,13,7,17,19,33,,1174,688,85,24,25188,survey_value,0,0,5
156884,57,U,1,2,H,M,5,0,0,41,0,0,A,1,12.5,2,2,20,12,30,35,3,11.67,5,15,20,44,9,3298,682,94,22,22762,survey_value,3,2,8
156885,75,C,2,29,H,F,2,0,1,41,0,0,A,1,12.5,2,1,23,11,30,30,3,10,10,15,23,40,,1803,281,80,3,24681,survey_value,2,1,7
156890,39,U,1,2,H,M,6,0,0,41,0,0,A,1,50,1,0,18,14,34,66,3,22,45,50,18,44,,3908,737,90,44,22518,survey_value,3,3,8
156903,58,U,2,6,H,M,2,1,1,77,0,1,S,4,3,6,2,15,15,44,45,14,3.21,6,5,15,68,,2307,477,76,22,14345,survey_value,0,0,5
156929,,U,2,7,U,U,2,3,1,137,0,1,A,1,12,3,1,23,28,67,121,14,8.64,7,12,23,123,4,2688,306,65,8,24944,survey_value,0,0,5
156937,39,U,1,3,H,M,6,0,1,17,0,0,F,1,15,1,1,20,5,13,15,1,15,0,15,20,20,,1605,416,44,28,15534,survey_value,4,3,9
156944,,U,3,9,U,F,,0,0,29,0,0,A,3,6.25,4,1,15,10,26,25,4,6.25,9,5,15,33,,1313,129,18,12,10586,survey_value,5,4,10
156954,53,S,1,14,H,M,7,0,0,65,0,0,A,3,15.5,4,0,15,21,56,213,10,21.3,17,15,15,65,8,2857,630,84,37,21801,survey_value,0,0,5
156959,,U,2,7,U,M,,0,0,77,0,1,A,1,35,2,1,18,23,56,141,6,23.5,30,40,18,65,3,2188,367,16,28,12556,survey_value,5,4,10
156961,80,S,1,12,H,F,6,0,0,77,0,0,A,3,28.2,5,2,18,15,38,252,12,21,30,40,18,72,7,2312,572,82,54,16529,survey_value,2,1,7
156997,,U,2,4,U,F,,0,1,29,0,1,A,1,20,2,2,23,9,23,40,2,20,0,20,23,29,,1869,358,36,21,15739,survey_value,1,1,6
