CONTROL_NUMBER,survey_question,survey_value
00089452,willingness to recommend,5
00089460,willingness to recommend,9
00089478,willingness to recommend,7
00089487,willingness to recommend,10
00089500,willingness to recommend,5
00089512,willingness to recommend,10
00089516,willingness to recommend,7
00089528,willingness to recommend,8
00089543,willingness to recommend,8
00089546,willingness to recommend,5
00089572,willingness to recommend,5
00089581,willingness to recommend,7
00089586,willingness to recommend,10
00089592,willingness to recommend,8
00089617,willingness to recommend,8
00089619,willingness to recommend,7
00089626,willingness to recommend,5
00089628,willingness to recommend,9
00089630,willingness to recommend,9
00089642,willingness to recommend,8
00089649,willingness to recommend,8
00089653,willingness to recommend,8
00089660,willingness to recommend,8
00089675,willingness to recommend,6
00089677,willingness to recommend,10
00089680,willingness to recommend,8
00089683,willingness to recommend,10
00089686,willingness to recommend,9
00089692,willingness to recommend,8
00089693,willingness to recommend,7
00089696,willingness to recommend,10
00089704,willingness to recommend,9
00089716,willingness to recommend,10
00089723,willingness to recommend,6
00089732,willingness to recommend,8
00089734,willingness to recommend,5
00089738,willingness to recommend,8
00089750,willingness to recommend,8
00089755,willingness to recommend,8
00089765,willingness to recommend,9
00089767,willingness to recommend,6
00089768,willingness to recommend,5
00089772,willingness to recommend,5
00089778,willingness to recommend,7
00089802,willingness to recommend,10
00089805,willingness to recommend,8
00089812,willingness to recommend,5
00089813,willingness to recommend,10
00089815,willingness to recommend,6
00089816,willingness to recommend,10
00089845,willingness to recommend,8
00089849,willingness to recommend,7
00089856,willingness to recommend,6
00089863,willingness to recommend,7
00089869,willingness to recommend,5
00089873,willingness to recommend,9
00089914,willingness to recommend,7
00089922,willingness to recommend,10
00089923,willingness to recommend,5
00089924,willingness to recommend,6
00089931,willingness to recommend,10
00089948,willingness to recommend,10
00089953,willingness to recommend,8
00089954,willingness to recommend,7
00089966,willingness to recommend,8
00089971,willingness to recommend,5
00089981,willingness to recommend,9
00089985,willingness to recommend,8
00089998,willingness to recommend,10
00090000,willingness to recommend,5
00090009,willingness to recommend,9
00090013,willingness to recommend,6
00090022,willingness to recommend,5
00090031,willingness to recommend,8
00090046,willingness to recommend,7
00090057,willingness to recommend,8
00090070,willingness to recommend,6
00090071,willingness to recommend,10
00090075,willingness to recommend,8
00090077,willingness to recommend,8
00090080,willingness to recommend,10
00090092,willingness to recommend,9
00090108,willingness to recommend,5
00090110,willingness to recommend,8
00090112,willingness to recommend,7
00090120,willingness to recommend,7
00090167,willingness to recommend,9
00090182,willingness to recommend,8
00090209,willingness to recommend,10
00090210,willingness to recommend,5
00090212,willingness to recommend,6
00090242,willingness to recommend,5
00090259,willingness to recommend,10
00090265,willingness to recommend,5
00090266,willingness to recommend,5
00090291,willingness to recommend,8
00090299,willingness to recommend,8
00090314,willingness to recommend,5
00090316,willingness to recommend,6
00090350,willingness to recommend,10
00090355,willingness to recommend,9
00090361,willingness to recommend,9
00090371,willingness to recommend,7
00090379,willingness to recommend,7
00090419,willingness to recommend,10
00090445,willingness to recommend,5
00090461,willingness to recommend,6
00090462,willingness to recommend,9
00090473,willingness to recommend,5
00090476,willingness to recommend,6
00090480,willingness to recommend,5
00090481,willingness to recommend,5
00090482,willingness to recommend,7
00090483,willingness to recommend,5
00090493,willingness to recommend,9
00090494,willingness to recommend,10
00090499,willingness to recommend,9
00090503,willingness to recommend,5
00090532,willingness to recommend,10
00090535,willingness to recommend,5
00090551,willingness to recommend,8
00090552,willingness to recommend,8
00090566,willingness to recommend,10
00090572,willingness to recommend,9
00090578,willingness to recommend,7
00090593,willingness to recommend,10
00090594,willingness to recommend,5
00090601,willingness to recommend,5
00090611,willingness to recommend,9
00090626,willingness to recommend,5
00090660,willingness to recommend,8
00090674,willingness to recommend,9
00090680,willingness to recommend,5
00090694,willingness to recommend,5
00090701,willingness to recommend,10
00090704,willingness to recommend,6
00090714,willingness to recommend,6
00090715,willingness to recommend,10
00090718,willingness to recommend,10
00090720,willingness to recommend,9
00090727,willingness to recommend,8
00090753,willingness to recommend,5
00090765,willingness to recommend,7
00090775,willingness to recommend,6
00090777,willingness to recommend,9
00090782,willingness to recommend,10
00090795,willingness to recommend,5
00090807,willingness to recommend,6
00090812,willingness to recommend,10
00090816,willingness to recommend,5
00090817,willingness to recommend,8
00090823,willingness to recommend,5
00090842,willingness to recommend,7
00090843,willingness to recommend,6
00090849,willingness to recommend,6
00090857,willingness to recommend,8
00090875,willingness to recommend,6
00090887,willingness to recommend,10
00090888,willingness to recommend,6
00090894,willingness to recommend,7
00090899,willingness to recommend,6
00090909,willingness to recommend,10
00090927,willingness to recommend,7
00090938,willingness to recommend,5
00090947,willingness to recommend,5
00090967,willingness to recommend,9
00090969,willingness to recommend,5
00090970,willingness to recommend,8
00090974,willingness to recommend,9
00090990,willingness to recommend,10
00091001,willingness to recommend,5
00091005,willingness to recommend,10
00091009,willingness to recommend,6
00091018,willingness to recommend,10
00091022,willingness to recommend,5
00091031,willingness to recommend,8
00091042,willingness to recommend,8
00091054,willingness to recommend,5
00091101,willingness to recommend,10
00091134,willingness to recommend,7
00091156,willingness to recommend,5
00091159,willingness to recommend,5
00091162,willingness to recommend,9
00091163,willingness to recommend,6
00091194,willingness to recommend,10
00091196,willingness to recommend,8
00091218,willingness to recommend,10
00091223,willingness to recommend,9
00091242,willingness to recommend,6
00091263,willingness to recommend,9
00091284,willingness to recommend,9
00091285,willingness to recommend,10
00091288,willingness to recommend,9
00091290,willingness to recommend,7
00091292,willingness to recommend,10
00091296,willingness to recommend,10
00091306,willingness to recommend,8
00091311,willingness to recommend,8
00091315,willingness to recommend,5
00091333,willingness to recommend,7
00091337,willingness to recommend,6
00091384,willingness to recommend,9
00091406,willingness to recommend,10
00091420,willingness to recommend,5
00091421,willingness to recommend,6
00091431,willingness to recommend,7
00091438,willingness to recommend,10
00091439,willingness to recommend,10
00091453,willingness to recommend,8
00091464,willingness to recommend,8
00091467,willingness to recommend,6
00091481,willingness to recommend,8
00091482,willingness to recommend,5
00091507,willingness to recommend,8
00091517,willingness to recommend,9
00091521,willingness to recommend,10
00091580,willingness to recommend,5
00091584,willingness to recommend,5
00091588,willingness to recommend,10
00091591,willingness to recommend,6
00091608,willingness to recommend,6
00091627,willingness to recommend,7
00091630,willingness to recommend,9
00091635,willingness to recommend,10
00091649,willingness to recommend,8
00091671,willingness to recommend,8
00091688,willingness to recommend,9
00091707,willingness to recommend,5
00091710,willingness to recommend,5
00091715,willingness to recommend,6
00091719,willingness to recommend,6
00091744,willingness to recommend,8
00091756,willingness to recommend,7
00091765,willingness to recommend,9
00091779,willingness to recommend,10
00091787,willingness to recommend,6
00091789,willingness to recommend,8
00091795,willingness to recommend,10
00091801,willingness to recommend,10
00091803,willingness to recommend,10
00091804,willingness to recommend,5
00091825,willingness to recommend,6
00091835,willingness to recommend,8
00091845,willingness to recommend,6
00091861,willingness to recommend,10
00091877,willingness to recommend,7
00091879,willingness to recommend,7
00091881,willingness to recommend,5
00091887,willingness to recommend,6
00091924,willingness to recommend,5
00091932,willingness to recommend,9
00091942,willingness to recommend,5
00091955,willingness to recommend,9
00091964,willingness to recommend,8
00091965,willingness to recommend,8
00091966,willingness to recommend,7
00091987,willingness to recommend,8
00092021,willingness to recommend,9
00092024,willingness to recommend,10
00092027,willingness to recommend,8
00092028,willingness to recommend,6
00092033,willingness to recommend,6
00092043,willingness to recommend,6
00092052,willingness to recommend,10
00092058,willingness to recommend,10
00092065,willingness to recommend,6
00092079,willingness to recommend,8
00092085,willingness to recommend,9
00092087,willingness to recommend,8
00092096,willingness to recommend,7
00092121,willingness to recommend,8
00092135,willingness to recommend,6
00092145,willingness to recommend,6
00092147,willingness to recommend,5
00092148,willingness to recommend,7
00092183,willingness to recommend,7
00092195,willingness to recommend,5
00092196,willingness to recommend,9
00092198,willingness to recommend,10
00092200,willingness to recommend,9
00092205,willingness to recommend,6
00092231,willingness to recommend,10
00092233,willingness to recommend,8
00092241,willingness to recommend,9
00092242,willingness to recommend,7
00092244,willingness to recommend,5
00092253,willingness to recommend,5
00092254,willingness to recommend,10
00092264,willingness to recommend,5
00092272,willingness to recommend,6
00092287,willingness to recommend,9
00092293,willingness to recommend,7
00092301,willingness to recommend,8
00092312,willingness to recommend,9
00092314,willingness to recommend,5
00092315,willingness to recommend,9
00092318,willingness to recommend,6
00092328,willingness to recommend,5
00092332,willingness to recommend,5
00092338,willingness to recommend,10
00092348,willingness to recommend,8
00092355,willingness to recommend,6
00092357,willingness to recommend,9
00092364,willingness to recommend,10
00092366,willingness to recommend,6
00092369,willingness to recommend,5
00092403,willingness to recommend,6
00092406,willingness to recommend,10
00092408,willingness to recommend,7
00092409,willingness to recommend,10
00092414,willingness to recommend,9
00092416,willingness to recommend,10
00092443,willingness to recommend,10
00092447,willingness to recommend,5
00092453,willingness to recommend,7
00092455,willingness to recommend,6
00092472,willingness to recommend,10
00092474,willingness to recommend,6
00092494,willingness to recommend,6
00092496,willingness to recommend,5
00092500,willingness to recommend,5
00092506,willingness to recommend,9
00092507,willingness to recommend,10
00092508,willingness to recommend,6
00092514,willingness to recommend,9
00092525,willingness to recommend,7
00092534,willingness to recommend,7
00092553,willingness to recommend,10
00092574,willingness to recommend,5
00092579,willingness to recommend,9
00092611,willingness to recommend,9
00092612,willingness to recommend,6
00092617,willingness to recommend,6
00092620,willingness to recommend,8
00092629,willingness to recommend,7
00092631,willingness to recommend,6
00092652,willingness to recommend,8
00092664,willingness to recommend,6
00092668,willingness to recommend,8
00092671,willingness to recommend,9
00092689,willingness to recommend,9
00092740,willingness to recommend,7
00092748,willingness to recommend,10
00092749,willingness to recommend,6
00092760,willingness to recommend,5
00092768,willingness to recommend,9
00092772,willingness to recommend,8
00092773,willingness to recommend,10
00092777,willingness to recommend,5
00092787,willingness to recommend,10
00092801,willingness to recommend,5
00092802,willingness to recommend,5
00092806,willingness to recommend,6
00092814,willingness to recommend,6
00092817,willingness to recommend,5
00092822,willingness to recommend,9
00092827,willingness to recommend,6
00092830,willingness to recommend,9
00092832,willingness to recommend,9
00092851,willingness to recommend,8
00092852,willingness to recommend,10
00092856,willingness to recommend,9
00092859,willingness to recommend,6
00092860,willingness to recommend,7
00092861,willingness to recommend,9
00092863,willingness to recommend,10
00092864,willingness to recommend,9
00092877,willingness to recommend,7
00092885,willingness to recommend,6
00092891,willingness to recommend,10
00092924,willingness to recommend,9
00092947,willingness to recommend,9
00092954,willingness to recommend,8
00092962,willingness to recommend,6
00092963,willingness to recommend,9
00092972,willingness to recommend,7
00092981,willingness to recommend,9
00093024,willingness to recommend,8
00093025,willingness to recommend,9
00093065,willingness to recommend,6
00093066,willingness to recommend,9
00093086,willingness to recommend,8
00093091,willingness to recommend,6
00093099,willingness to recommend,9
00093103,willingness to recommend,9
00093114,willingness to recommend,7
00093128,willingness to recommend,9
00093137,willingness to recommend,6
00093139,willingness to recommend,7
00093151,willingness to recommend,7
00093157,willingness to recommend,8
00093161,willingness to recommend,9
00093174,willingness to recommend,8
00093179,willingness to recommend,8
00093184,willingness to recommend,6
00093187,willingness to recommend,9
00093193,willingness to recommend,7
00093195,willingness to recommend,9
00093218,willingness to recommend,8
00093237,willingness to recommend,9
00093242,willingness to recommend,6
00093257,willingness to recommend,7
00093274,willingness to recommend,6
00093294,willingness to recommend,7
00093310,willingness to recommend,9
00093311,willingness to recommend,7
00093313,willingness to recommend,5
00093334,willingness to recommend,10
00093345,willingness to recommend,8
00093356,willingness to recommend,8
00093361,willingness to recommend,8
00093372,willingness to recommend,7
00093379,willingness to recommend,6
00093391,willingness to recommend,9
00093397,willingness to recommend,6
00093423,willingness to recommend,8
00093432,willingness to recommend,10
00093463,willingness to recommend,9
00093476,willingness to recommend,8
00093496,willingness to recommend,6
00093500,willingness to recommend,8
00093519,willingness to recommend,10
00093532,willingness to recommend,7
00093534,willingness to recommend,6
00093537,willingness to recommend,5
00093538,willingness to recommend,9
00093558,willingness to recommend,8
00093565,willingness to recommend,5
00093572,willingness to recommend,9
00093575,willingness to recommend,9
00093597,willingness to recommend,9
00093601,willingness to recommend,5
00093602,willingness to recommend,9
00093609,willingness to recommend,6
00093617,willingness to recommend,5
00093624,willingness to recommend,6
00093628,willingness to recommend,5
00093636,willingness to recommend,6
00093637,willingness to recommend,5
00093649,willingness to recommend,10
00093651,willingness to recommend,10
00093659,willingness to recommend,5
00093660,willingness to recommend,5
00093661,willingness to recommend,7
00093671,willingness to recommend,8
00093676,willingness to recommend,7
00093681,willingness to recommend,10
00093684,willingness to recommend,7
00093705,willingness to recommend,8
00093713,willingness to recommend,10
00093714,willingness to recommend,5
00093719,willingness to recommend,6
00093732,willingness to recommend,5
00093742,willingness to recommend,10
00093759,willingness to recommend,6
00093776,willingness to recommend,7
00093781,willingness to recommend,6
00093794,willingness to recommend,7
00093809,willingness to recommend,7
00093816,willingness to recommend,10
00093820,willingness to recommend,8
00093824,willingness to recommend,7
00093826,willingness to recommend,9
00093832,willingness to recommend,7
00093834,willingness to recommend,8
00093871,willingness to recommend,10
00093876,willingness to recommend,7
00093879,willingness to recommend,10
00093880,willingness to recommend,10
00093881,willingness to recommend,10
00093883,willingness to recommend,6
00093894,willingness to recommend,5
00093895,willingness to recommend,6
00093917,willingness to recommend,7
00093923,willingness to recommend,5
00093926,willingness to recommend,6
00093927,willingness to recommend,8
00093966,willingness to recommend,10
00093980,willingness to recommend,9
00093993,willingness to recommend,8
00093995,willingness to recommend,5
00093999,willingness to recommend,5
00094004,willingness to recommend,5
00094008,willingness to recommend,7
00094019,willingness to recommend,7
00094021,willingness to recommend,9
00094038,willingness to recommend,10
00094039,willingness to recommend,9
00094040,willingness to recommend,6
00094046,willingness to recommend,8
00094056,willingness to recommend,6
00094060,willingness to recommend,7
00094069,willingness to recommend,7
00094113,willingness to recommend,5
00094141,willingness to recommend,7
00094177,willingness to recommend,6
00094185,willingness to recommend,7
00094201,willingness to recommend,6
00094205,willingness to recommend,5
00094209,willingness to recommend,7
00094213,willingness to recommend,9
00094214,willingness to recommend,9
00094218,willingness to recommend,8
00094228,willingness to recommend,8
00094237,willingness to recommend,7
00094239,willingness to recommend,10
00094281,willingness to recommend,6
00094283,willingness to recommend,5
00094289,willingness to recommend,6
00094305,willingness to recommend,10
00094307,willingness to recommend,10
00094312,willingness to recommend,10
00094349,willingness to recommend,7
00094366,willingness to recommend,6
00094369,willingness to recommend,6
00094379,willingness to recommend,6
00094386,willingness to recommend,8
00094390,willingness to recommend,7
00094394,willingness to recommend,6
00094395,willingness to recommend,7
00094397,willingness to recommend,8
00094402,willingness to recommend,8
00094416,willingness to recommend,9
00094419,willingness to recommend,10
00094433,willingness to recommend,5
00094438,willingness to recommend,6
00094455,willingness to recommend,10
00094459,willingness to recommend,8
00094470,willingness to recommend,9
00094473,willingness to recommend,6
00094479,willingness to recommend,8
00094483,willingness to recommend,8
00094486,willingness to recommend,9
00094488,willingness to recommend,6
00094495,willingness to recommend,9
00094503,willingness to recommend,6
00094506,willingness to recommend,7
00094523,willingness to recommend,8
00094524,willingness to recommend,7
00094538,willingness to recommend,5
00094541,willingness to recommend,10
00094547,willingness to recommend,7
00094567,willingness to recommend,6
00094577,willingness to recommend,10
00094584,willingness to recommend,8
00094594,willingness to recommend,8
00094609,willingness to recommend,5
00094636,willingness to recommend,9
00094644,willingness to recommend,6
00094660,willingness to recommend,8
00094677,willingness to recommend,8
00094690,willingness to recommend,7
00094757,willingness to recommend,6
00094779,willingness to recommend,7
00094796,willingness to recommend,9
00094799,willingness to recommend,8
00094804,willingness to recommend,7
00094833,willingness to recommend,7
00094851,willingness to recommend,10
00094881,willingness to recommend,8
00094882,willingness to recommend,7
00094884,willingness to recommend,8
00094902,willingness to recommend,7
00094913,willingness to recommend,9
00094915,willingness to recommend,9
00094920,willingness to recommend,7
00094921,willingness to recommend,6
00094944,willingness to recommend,8
00094951,willingness to recommend,8
00094971,willingness to recommend,5
00094975,willingness to recommend,10
00095024,willingness to recommend,10
00095029,willingness to recommend,8
00095030,willingness to recommend,6
00095059,willingness to recommend,6
00095071,willingness to recommend,8
00095080,willingness to recommend,8
00095083,willingness to recommend,7
00095085,willingness to recommend,9
00095089,willingness to recommend,7
00095096,willingness to recommend,8
00095097,willingness to recommend,9
00095118,willingness to recommend,10
00095132,willingness to recommend,5
00095144,willingness to recommend,10
00095151,willingness to recommend,7
00095163,willingness to recommend,7
00095165,willingness to recommend,8
00095180,willingness to recommend,5
00095200,willingness to recommend,8
00095202,willingness to recommend,5
00095208,willingness to recommend,6
00095210,willingness to recommend,8
00095223,willingness to recommend,8
00095240,willingness to recommend,8
00095246,willingness to recommend,10
00095260,willingness to recommend,9
00095261,willingness to recommend,9
00095271,willingness to recommend,8
00095282,willingness to recommend,10
00095294,willingness to recommend,10
00095301,willingness to recommend,6
00095341,willingness to recommend,7
00095343,willingness to recommend,7
00095344,willingness to recommend,5
00095347,willingness to recommend,10
00095348,willingness to recommend,6
00095351,willingness to recommend,5
00095386,willingness to recommend,9
00095399,willingness to recommend,9
00095406,willingness to recommend,9
00095408,willingness to recommend,9
00095409,willingness to recommend,9
00095434,willingness to recommend,7
00095436,willingness to recommend,7
00095437,willingness to recommend,9
00095450,willingness to recommend,8
00095452,willingness to recommend,5
00095467,willingness to recommend,9
00095481,willingness to recommend,7
00095494,willingness to recommend,5
00095521,willingness to recommend,6
00095525,willingness to recommend,8
00095526,willingness to recommend,7
00095536,willingness to recommend,9
00095540,willingness to recommend,9
00095546,willingness to recommend,5
00095548,willingness to recommend,5
00095561,willingness to recommend,6
00095563,willingness to recommend,8
00095579,willingness to recommend,8
00095581,willingness to recommend,8
00095582,willingness to recommend,5
00095584,willingness to recommend,10
00095590,willingness to recommend,8
00095601,willingness to recommend,9
00095604,willingness to recommend,8
00095654,willingness to recommend,6
00095655,willingness to recommend,5
00095665,willingness to recommend,10
00095670,willingness to recommend,9
00095681,willingness to recommend,5
00095701,willingness to recommend,5
00095727,willingness to recommend,8
00095728,willingness to recommend,9
00095739,willingness to recommend,5
00095755,willingness to recommend,6
00095762,willingness to recommend,6
00095776,willingness to recommend,6
00095800,willingness to recommend,6
00095802,willingness to recommend,7
00095806,willingness to recommend,10
00095831,willingness to recommend,10
00095839,willingness to recommend,5
00095879,willingness to recommend,7
00095888,willingness to recommend,5
00095903,willingness to recommend,5
00095914,willingness to recommend,8
00095917,willingness to recommend,5
00095938,willingness to recommend,8
00095940,willingness to recommend,10
00095943,willingness to recommend,8
00095945,willingness to recommend,7
00095951,willingness to recommend,9
00095968,willingness to recommend,10
00095975,willingness to recommend,6
00095985,willingness to recommend,7
00095991,willingness to recommend,10
00095992,willingness to recommend,8
00096000,willingness to recommend,6
00096003,willingness to recommend,8
00096004,willingness to recommend,10
00096005,willingness to recommend,10
00096008,willingness to recommend,5
00096014,willingness to recommend,6
00096015,willingness to recommend,9
00096031,willingness to recommend,10
00096039,willingness to recommend,8
00096040,willingness to recommend,6
00096047,willingness to recommend,7
00096073,willingness to recommend,10
00096075,willingness to recommend,9
00096077,willingness to recommend,5
00096079,willingness to recommend,9
00096080,willingness to recommend,10
00096093,willingness to recommend,6
00096104,willingness to recommend,8
00096108,willingness to recommend,8
00096114,willingness to recommend,7
00096131,willingness to recommend,10
00096132,willingness to recommend,9
00096140,willingness to recommend,6
00096156,willingness to recommend,5
00096169,willingness to recommend,10
00096175,willingness to recommend,7
00096206,willingness to recommend,7
00096220,willingness to recommend,10
00096251,willingness to recommend,10
00096253,willingness to recommend,7
00096254,willingness to recommend,7
00096265,willingness to recommend,7
00096273,willingness to recommend,8
00096284,willingness to recommend,8
00096314,willingness to recommend,9
00096344,willingness to recommend,9
00096348,willingness to recommend,9
00096417,willingness to recommend,7
00096426,willingness to recommend,7
00096437,willingness to recommend,8
00096441,willingness to recommend,6
00096448,willingness to recommend,10
00096454,willingness to recommend,8
00096461,willingness to recommend,7
00096469,willingness to recommend,10
00096481,willingness to recommend,8
00096482,willingness to recommend,5
00096487,willingness to recommend,9
00096504,willingness to recommend,10
00096505,willingness to recommend,10
00096528,willingness to recommend,10
00096548,willingness to recommend,6
00096555,willingness to recommend,5
00096556,willingness to recommend,9
00096585,willingness to recommend,9
00096589,willingness to recommend,6
00096600,willingness to recommend,10
00096606,willingness to recommend,5
00096625,willingness to recommend,5
00096627,willingness to recommend,5
00096630,willingness to recommend,9
00096644,willingness to recommend,6
00096655,willingness to recommend,7
00096673,willingness to recommend,8
00096679,willingness to recommend,9
00096690,willingness to recommend,7
00096707,willingness to recommend,6
00096711,willingness to recommend,10
00096727,willingness to recommend,10
00096729,willingness to recommend,7
00096736,willingness to recommend,6
00096760,willingness to recommend,10
00096761,willingness to recommend,7
00096763,willingness to recommend,5
00096773,willingness to recommend,9
00096778,willingness to recommend,8
00096795,willingness to recommend,9
00096813,willingness to recommend,6
00096814,willingness to recommend,10
00096826,willingness to recommend,10
00096827,willingness to recommend,7
00096840,willingness to recommend,5
00096841,willingness to recommend,5
00096849,willingness to recommend,5
00096851,willingness to recommend,9
00096907,willingness to recommend,5
00096912,willingness to recommend,5
00096923,willingness to recommend,5
00096933,willingness to recommend,9
00096941,willingness to recommend,7
00096951,willingness to recommend,6
00096960,willingness to recommend,5
00096977,willingness to recommend,8
00096997,willingness to recommend,5
00096998,willingness to recommend,10
00097000,willingness to recommend,8
00097015,willingness to recommend,7
00097020,willingness to recommend,5
00097026,willingness to recommend,6
00097040,willingness to recommend,8
00097049,willingness to recommend,6
00097055,willingness to recommend,7
00097063,willingness to recommend,9
00097066,willingness to recommend,9
00097077,willingness to recommend,7
00097095,willingness to recommend,8
00097100,willingness to recommend,8
00097113,willingness to recommend,10
00097115,willingness to recommend,10
00097153,willingness to recommend,10
00097177,willingness to recommend,10
00097183,willingness to recommend,7
00097185,willingness to recommend,5
00097190,willingness to recommend,7
00097191,willingness to recommend,7
00097199,willingness to recommend,5
00097210,willingness to recommend,7
00097211,willingness to recommend,5
00097221,willingness to recommend,10
00097227,willingness to recommend,5
00097233,willingness to recommend,9
00097240,willingness to recommend,5
00097260,willingness to recommend,7
00097263,willingness to recommend,5
00097265,willingness to recommend,6
00097266,willingness to recommend,9
00097284,willingness to recommend,9
00097285,willingness to recommend,8
00097295,willingness to recommend,9
00097308,willingness to recommend,7
00097315,willingness to recommend,10
00097326,willingness to recommend,6
00097328,willingness to recommend,10
00097334,willingness to recommend,6
00097357,willingness to recommend,7
00097359,willingness to recommend,8
00097362,willingness to recommend,6
00097378,willingness to recommend,7
00097405,willingness to recommend,9
00097416,willingness to recommend,10
00097421,willingness to recommend,9
00097424,willingness to recommend,6
00097468,willingness to recommend,7
00097499,willingness to recommend,8
00097512,willingness to recommend,5
00097513,willingness to recommend,7
00097526,willingness to recommend,5
00097537,willingness to recommend,6
00097538,willingness to recommend,9
00097543,willingness to recommend,6
00097552,willingness to recommend,9
00097576,willingness to recommend,10
00097596,willingness to recommend,5
00097602,willingness to recommend,10
00097641,willingness to recommend,5
00097652,willingness to recommend,10
00097687,willingness to recommend,5
00097689,willingness to recommend,7
00097691,willingness to recommend,10
00097699,willingness to recommend,7
00097700,willingness to recommend,10
00097705,willingness to recommend,7
00097709,willingness to recommend,5
00097715,willingness to recommend,5
00097736,willingness to recommend,5
00097741,willingness to recommend,9
00097757,willingness to recommend,7
00097767,willingness to recommend,9
00097774,willingness to recommend,5
00097788,willingness to recommend,5
00097798,willingness to recommend,5
00097804,willingness to recommend,10
00097828,willingness to recommend,9
00097829,willingness to recommend,10
00097837,willingness to recommend,8
00097838,willingness to recommend,7
00097842,willingness to recommend,5
00097843,willingness to recommend,8
00097874,willingness to recommend,7
00097879,willingness to recommend,6
00097904,willingness to recommend,8
00097916,willingness to recommend,9
00097917,willingness to recommend,8
00097921,willingness to recommend,7
00097931,willingness to recommend,9
00097933,willingness to recommend,10
00097937,willingness to recommend,7
00097941,willingness to recommend,8
00097960,willingness to recommend,10
00097970,willingness to recommend,8
00097984,willingness to recommend,5
00098002,willingness to recommend,9
00098008,willingness to recommend,10
00098015,willingness to recommend,10
00098016,willingness to recommend,10
00098030,willingness to recommend,10
00098033,willingness to recommend,8
00098046,willingness to recommend,5
00098055,willingness to recommend,8
00098085,willingness to recommend,10
00098099,willingness to recommend,9
00098113,willingness to recommend,5
00098144,willingness to recommend,6
00098147,willingness to recommend,9
00098165,willingness to recommend,5
00098176,willingness to recommend,9
00098180,willingness to recommend,9
00098191,willingness to recommend,7
00098220,willingness to recommend,5
00098221,willingness to recommend,6
00098225,willingness to recommend,8
00098232,willingness to recommend,7
00098248,willingness to recommend,8
00098249,willingness to recommend,9
00098260,willingness to recommend,5
00098267,willingness to recommend,8
00098275,willingness to recommend,8
00098277,willingness to recommend,6
00098282,willingness to recommend,6
00098300,willingness to recommend,8
00098317,willingness to recommend,5
00098331,willingness to recommend,7
00098332,willingness to recommend,6
00098335,willingness to recommend,6
00098355,willingness to recommend,6
00098362,willingness to recommend,10
00098374,willingness to recommend,5
00098376,willingness to recommend,8
00098382,willingness to recommend,8
00098390,willingness to recommend,8
00098394,willingness to recommend,7
00098413,willingness to recommend,5
00098422,willingness to recommend,10
00098426,willingness to recommend,5
00098432,willingness to recommend,6
00098437,willingness to recommend,7
00098443,willingness to recommend,8
00098447,willingness to recommend,9
00098448,willingness to recommend,6
00098452,willingness to recommend,7
00098459,willingness to recommend,10
00098462,willingness to recommend,10
00098470,willingness to recommend,6
00098490,willingness to recommend,10
00098518,willingness to recommend,9
00098520,willingness to recommend,10
00098536,willingness to recommend,9
00098552,willingness to recommend,5
00098562,willingness to recommend,8
00098565,willingness to recommend,10
00098568,willingness to recommend,5
00098574,willingness to recommend,7
00098575,willingness to recommend,8
00098589,willingness to recommend,5
00098617,willingness to recommend,7
00098650,willingness to recommend,5
00098652,willingness to recommend,5
00098672,willingness to recommend,8
00098682,willingness to recommend,10
00098689,willingness to recommend,5
00098690,willingness to recommend,9
00098709,willingness to recommend,7
00098729,willingness to recommend,9
00098731,willingness to recommend,7
00098756,willingness to recommend,10
00098785,willingness to recommend,7
00098793,willingness to recommend,9
00098796,willingness to recommend,10
00098798,willingness to recommend,9
00098806,willingness to recommend,7
00098821,willingness to recommend,8
00098845,willingness to recommend,6
00098863,willingness to recommend,7
00098870,willingness to recommend,10
00098873,willingness to recommend,8
00098876,willingness to recommend,9
00098901,willingness to recommend,7
00098921,willingness to recommend,7
00098929,willingness to recommend,8
00098936,willingness to recommend,8
00098941,willingness to recommend,9
00098943,willingness to recommend,10
00098945,willingness to recommend,9
00098962,willingness to recommend,7
00098964,willingness to recommend,5
00098973,willingness to recommend,5
00098991,willingness to recommend,8
00098998,willingness to recommend,10
00099003,willingness to recommend,6
00099024,willingness to recommend,10
00099042,willingness to recommend,8
00099044,willingness to recommend,7
00099051,willingness to recommend,10
00099063,willingness to recommend,10
00099066,willingness to recommend,8
00099076,willingness to recommend,10
00099136,willingness to recommend,7
00099139,willingness to recommend,6
00099141,willingness to recommend,6
00099156,willingness to recommend,9
00099159,willingness to recommend,9
00099161,willingness to recommend,10
00099166,willingness to recommend,9
00099201,willingness to recommend,7
00099204,willingness to recommend,8
00099209,willingness to recommend,9
00099216,willingness to recommend,5
00099219,willingness to recommend,9
00099228,willingness to recommend,5
00099230,willingness to recommend,8
00099240,willingness to recommend,7
00099246,willingness to recommend,7
00099255,willingness to recommend,7
00099265,willingness to recommend,9
00099268,willingness to recommend,10
00099273,willingness to recommend,10
00099276,willingness to recommend,7
00099277,willingness to recommend,6
00099298,willingness to recommend,5
00099304,willingness to recommend,9
00099308,willingness to recommend,8
00099310,willingness to recommend,9
00099322,willingness to recommend,5
00099325,willingness to recommend,10
00099328,willingness to recommend,8
00099333,willingness to recommend,6
00099334,willingness to recommend,7
00099338,willingness to recommend,6
00099370,willingness to recommend,9
