TARGET_B,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
0,174629,65,0,0,A,1,23.33,3,1,19,18,43,92,5,18.4,15,25,19,54
0,174659,137,0,1,A,2,19,3,2,17,30,72,151.5,14,10.82,17,20,17,125
1,174671,125,0,0,A,4,6.4,5,2,15,27,65,78,14,5.57,6,6,15,119
0,174677,137,0,1,S,3,10,3,2,17,26,68,122,15,8.13,7,10,17,102
0,174693,29,0,0,A,1,20,2,1,19,10,26,40,2,20,0,20,19,33
0,174713,77,0,0,A,2,20,2,0,18,20,51,69,5,13.8,20,25,18,77
0,174735,65,0,0,A,1,15,1,0,20,14,42,44,4,11,10,15,20,64
0,174737,137,0,1,A,1,11,2,1,18,29,66,172,14,12.29,6,12,18,126
0,174758,41,0,0,A,1,13.33,3,1,15,10,26,40,3,13.33,5,15,15,35
1,174760,77,0,0,A,4,5.4,5,2,16,11,30,41,9,4.56,3,5,16,77
0,174788,41,0,0,A,2,13.33,3,2,18,10,22,40,3,13.33,10,20,18,35
1,174803,137,0,1,A,1,10.8,5,3,17,30,66,150,19,7.89,12,10,17,129
0,174806,137,0,1,S,4,5.62,13,9,15,33,80,238,41,5.8,13,5,15,128
0,174819,17,0,0,F,1,15,1,1,17,5,12,15,1,15,0,15,17,17
0,174821,29,0,0,N,1,20,1,1,24,6,16,20,1,20,0,20,24,24
1,174833,113,0,1,A,1,20,3,3,25,27,66,132,10,13.2,15,20,25,113
0,174885,29,0,0,A,3,6.25,4,1,16,10,25,25,4,6.25,5,10,16,32
1,174895,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16
0,174907,89,0,1,A,1,20.5,2,2,23,26,62,244,16,15.25,17,21,23,89
0,174908,113,0,1,A,1,15,1,1,24,28,68,334,14,23.86,40,15,24,113
0,174915,77,0,1,S,2,23.17,6,4,20,25,68,299,16,18.69,17,27,20,77
1,174932,65,0,1,A,3,17.75,4,4,16,21,57,129,10,12.9,15,6,15,64
1,174934,65,0,1,S,4,8.75,4,1,17,16,43,49,7,7,7,7,17,63
0,174936,77,0,1,S,3,20,3,2,21,23,62,181,20,9.05,22,24,21,76
0,174938,77,0,1,A,1,13.67,3,2,18,20,54,89,11,8.09,22,25,18,75
0,174939,89,0,1,S,2,10.5,4,2,19,21,55,99,10,9.9,7,12,19,78
0,174940,89,0,1,N,2,14,4,2,24,31,76,191,17,11.24,20,10,23,87
1,174947,29,0,1,N,4,5.33,6,3,15,8,21,34,7,4.86,5,3,15,23
0,174948,65,0,0,A,1,18,2,2,22,19,42,66,7,9.43,18,21,22,64
1,174956,41,0,0,A,2,7.25,4,2,15,10,24,29,4,7.25,11,15,15,35
1,174974,53,0,1,S,3,9,5,4,16,20,48,80,11,7.27,5,10,16,54
1,174976,77,0,0,A,1,15,1,0,19,14,40,49,4,12.25,5,15,19,65
0,174984,41,0,1,A,2,13.33,3,1,19,13,32,45,4,11.25,15,20,19,44
0,174991,89,0,1,A,1,17,2,1,18,22,55,85,8,10.63,15,20,18,81
1,175000,89,0,1,A,1,17.33,3,2,26,24,59,144,11,13.09,15,17,26,89
1,175016,65,0,1,S,4,9.9,10,7,19,20,51,150,18,8.33,7,4,18,56
0,175033,137,0,1,S,4,11.25,8,6,18,34,83,258.2,25,10.33,22.8,10,18,123
0,175048,41,0,0,A,1,10,2,1,22,9,22,20,2,10,10,15,22,32
1,175057,89,0,1,S,2,18,3,1,16,23,59,109,9,12.11,17,18,16,80
0,175068,17,0,0,F,1,15,1,1,21,5,13,15,1,15,0,15,21,21
0,175074,29,0,1,A,3,8.25,4,3,20,10,24,33,4,8.25,17,5,20,29
0,175092,77,0,1,A,1,25,1,1,25,24,58,131,12,10.92,22,25,25,77
1,175112,17,0,0,F,1,20,1,1,17,6,16,20,1,20,0,20,17,17
1,175113,17,0,0,F,1,25,1,1,17,6,17,25,1,25,0,25,17,17
0,175115,17,0,0,N,1,15,1,1,21,5,14,15,1,15,0,15,21,21
0,175130,65,0,0,A,1,32.5,2,0,19,20,47,110,4,27.5,15,35,19,55
0,175132,65,0,1,A,1,50,3,1,19,23,60,458,11,41.64,40,50,19,65
1,175139,77,0,1,A,1,15,1,0,18,20,49,70,7,10,12,15,18,74
1,175155,41,0,0,L,1,15,2,0,15,13,30,40,4,10,10,15,15,42
0,175194,29,0,0,A,1,12.5,2,0,18,9,22,25,2,12.5,5,15,18,28
0,175198,41,0,0,A,1,12.67,3,2,20,15,36,43,4,10.75,12,17,20,43
0,175205,29,0,0,A,4,5.25,8,5,15,13,32,58,11,5.27,4,5,15,32
0,175213,113,0,1,A,1,0,0,0,,29,70,118,9,13.11,27,15,18,112
1,175216,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17
0,175219,29,0,0,A,3,5.33,3,2,22,11,26,35,6,5.83,7,10,18,29
1,175226,89,0,1,S,2,9,2,2,24,23,55,87,12,7.25,5,10,18,78
0,175228,125,0,1,A,1,35.67,3,1,24,31,77,374,16,23.38,45,25,24,124
0,175242,41,0,0,E,1,16,1,0,15,7,25,26,2,13,6,16,15,45
0,175248,53,0,1,S,3,16.75,4,3,17,16,43,88,7,12.57,15,20,17,53
0,175249,77,0,0,A,1,22.5,2,1,26,20,55,152,9,16.89,15,25,26,72
0,175251,89,0,1,A,4,33.89,9,5,19,23,61,392,16,24.5,45,50,19,81
0,175253,113,0,1,A,1,25,1,0,24,30,76,421,19,22.16,20,25,24,113
0,175262,17,0,0,N,2,32.5,2,1,18,7,17,65,2,32.5,25,45,18,19
1,175283,137,0,1,S,3,41.67,3,1,19,31,79,505,12,42.08,50,40,19,115
0,175298,29,0,1,S,3,11.75,4,4,20,13,31,69,6,11.5,5,15,20,33
0,175316,77,0,0,A,1,15,1,0,26,17,43,46,5,9.2,10,15,26,76
0,175321,89,0,1,A,1,26,1,0,19,20,50,91,7,13,21,26,19,82
0,175333,137,0,1,A,3,11,4,2,18,31,73,138,15,9.2,7,12,18,129
0,175340,65,0,0,A,1,16,1,1,17,16,40,48,4,12,6,16,17,57
0,175354,113,0,1,A,3,14.4,5,4,18,27,67,147,12,12.25,11,15,18,104
0,175356,137,0,1,S,4,4.57,7,3,16,32,78,120,34,3.53,6,5,15,128
0,175374,17,0,0,E,1,20,1,1,15,4,10,20,1,20,0,20,15,15
0,175378,17,0,0,F,1,15,1,0,20,5,14,15,1,15,0,15,20,20
0,175384,41,0,0,A,1,15,1,0,22,11,30,25,2,12.5,5,15,22,40
0,175386,41,0,0,A,4,3.8,5,4,17,15,33,40,9,4.44,3,6,15,45
1,175396,77,0,0,A,1,15,2,1,21,14,41,52,4,13,6,16,21,77
0,175412,137,0,1,E,1,12.5,2,1,15,26,64,91,10,9.1,10,15,15,122
1,175419,41,0,0,A,1,22.5,2,0,19,14,35,55,3,18.33,15,25,19,43
1,175438,125,0,1,A,1,25.67,3,3,24,28,67,433,28,15.46,26,31,24,118
0,175462,137,0,1,A,1,10,2,2,16,27,73,129,18,7.17,8,11,16,115
1,175471,29,0,0,A,4,7,5,3,21,13,28,46,7,6.57,7,5,18,32
0,175504,113,0,1,S,2,9.2,5,2,26,30,77,155,29,5.34,14,15,18,111
0,175520,77,0,0,A,3,19.75,4,1,20,20,50,152,9,16.89,20,25,18,77
0,175533,17,0,0,F,1,25,1,0,19,5,12,25,1,25,0,25,19,19
1,175535,41,0,1,A,3,12,4,2,16,14,36,53,5,10.6,15,13,16,40
0,175540,65,0,1,A,1,17,1,0,26,18,44,86,7,12.29,14,17,26,60
0,175575,29,0,0,A,1,10,2,2,16,10,25,31,3,10.33,10,15,16,31
1,175579,41,0,0,A,2,25,1,0,25,13,33,50,3,16.67,15,15,18,44
1,175582,53,0,1,E,1,12,3,2,15,15,38,66,7,9.43,10,15,15,53
1,175584,65,0,0,A,1,14,3,1,18,17,41,56,5,11.2,10,15,18,57
0,175589,77,0,0,A,1,30.4,5,3,22,22,57,207,8,25.88,30,30,22,68
0,175592,89,0,0,A,4,12.4,5,3,18,23,61,114,12,9.5,11,12,18,81
1,175602,137,0,0,A,4,3.25,8,6,19,16,39,92.5,27,3.43,8,3,19,126
0,175609,77,0,1,S,4,10.29,7,4,16,22,54,136.5,15,9.1,7,10,16,74
0,175617,137,0,1,S,2,10,3,2,20,32,76,142,17,8.35,5,10,20,127
0,175624,29,0,0,A,1,15,2,1,18,9,22,30,2,15,10,20,18,29
0,175631,41,0,0,A,1,11,2,0,18,14,33,36,4,9,10,15,18,44
0,175633,41,0,0,A,1,15,1,0,18,9,26,25,2,12.5,5,15,18,45
1,175637,77,0,0,A,1,12.5,2,0,18,12,36,45,3,15,15,20,18,69
1,175659,137,0,1,A,1,12.5,2,2,21,27,65,86,11,7.82,10,15,21,130
0,175663,17,0,0,F,1,20,1,1,18,5,13,20,1,20,0,20,18,18
0,175700,113,0,1,A,1,15,1,0,19,28,65,96,11,8.73,12,15,19,110
1,175708,29,0,0,A,1,25,2,1,18,11,25,50,2,25,0,25,18,32
0,175712,41,0,0,A,3,9.25,4,1,18,14,34,42,5,8.4,5,10,18,45
1,175719,65,0,1,A,2,9.25,4,2,18,21,52,100,12,8.33,7,10,18,64
0,175730,113,0,0,A,1,17.5,2,2,25,29,64,186,15,12.4,15,15,25,105
1,175731,113,0,1,A,1,12,1,0,26,25,64,143,13,11,11,12,26,113
0,175748,29,0,1,A,4,6.2,5,3,16,10,24,31,5,6.2,2,7,16,28
0,175759,41,0,0,A,3,12.33,3,1,19,11,33,42,4,10.5,10,12,19,45
0,175764,65,0,1,A,1,24,1,0,18,18,43,88,6,14.67,14,24,18,56
1,175782,17,0,0,F,1,15,1,1,21,5,13,15,1,15,0,15,21,21
1,175790,41,0,0,A,1,12.5,2,1,26,13,32,45,4,11.25,5,15,26,43
0,175803,101,0,1,A,1,12,3,3,24,26,69,142,12,11.83,22,11,24,97
0,175809,137,0,1,S,2,16.5,2,0,20,30,64,140,10,14,8,15,18,130
0,175811,137,0,0,A,1,17,2,1,26,27,59,84,7,12,13,18,26,107
0,175833,137,0,0,A,1,17,2,1,22,30,66,121,8,15.13,9,19,22,115
1,175847,41,0,1,A,4,6.2,5,1,18,14,33,38.5,7,5.5,7,4.5,18,40
0,175863,89,0,0,A,1,15,1,0,18,24,61,140,10,14,10,15,18,89
0,175882,29,0,0,N,2,25,2,1,19,11,23,50,2,25,10,30,19,26
0,175890,65,0,0,A,1,15,1,1,19,16,41,42,4,10.5,10,15,19,57
1,175902,89,0,1,A,3,11.25,4,2,15,23,61,127,14,9.07,10,10,15,80
0,175906,113,0,1,S,4,5,8,5,15,28,72,117,24,4.88,3,5,15,104
1,175907,125,0,1,A,1,14,4,4,25,32,71,162,17,9.53,12,15,25,124
0,175908,125,0,1,S,3,5.33,6,4,17,29,65,76,15,5.07,4,5,17,123
1,175917,113,0,1,A,2,13.33,3,0,15,25,62,120,9,13.33,15,10,15,105
0,175927,65,0,0,A,1,20,2,1,22,19,45,108,7,15.43,10,20,22,53
1,175935,17,0,0,F,1,15,1,0,16,5,13,15,1,15,0,15,16,16
1,175951,65,0,0,A,2,13.5,2,0,23,16,44,52,5,10.4,10,15,23,63
1,175974,101,0,0,A,3,11.33,3,2,18,21,56,67,9,7.44,8,12,18,91
0,175993,41,0,0,A,1,22.5,2,1,24,14,31,48,3,16,27,30,24,39
1,175996,41,0,0,A,1,15,1,0,19,15,35,46,4,11.5,10,15,19,44
0,176032,89,0,0,A,1,15.33,3,1,26,21,48,66,5,13.2,6,15,26,80
0,176038,125,0,1,S,2,20,1,0,26,23,54,95,9,10.56,15,20,22,123
0,176047,137,0,1,A,1,22.5,2,2,22,31,74,249,16,15.56,15,25,22,129
1,176053,41,0,0,A,3,10.5,4,1,18,15,37,54,6,9,7,10,18,44
0,176070,29,0,1,A,2,15.67,3,3,16,11,26,47,3,15.67,2,17,16,29
0,176088,77,0,1,A,1,25,1,1,26,22,58,104,10,10.4,20,25,26,75
0,176091,101,0,0,A,1,37.5,2,0,19,25,65,160,8,20,40,50,19,89
0,176092,101,0,1,A,1,10.4,5,3,22,25,63,128,16,8,9,10,22,93
0,176102,137,0,1,A,1,6.5,2,1,30,32,78,114,29,3.93,7,10,18,126
1,176107,137,0,1,A,2,16.33,3,2,15,32,74,173,15,11.53,16,21,15,128
0,176120,41,0,0,A,3,6.25,4,0,18,12,28,28,5,5.6,7,6,18,38
0,176122,41,0,0,A,2,13,3,2,17,13,33,44,4,11,10,15,17,41
0,176124,41,0,1,S,4,5.82,11,7,18,17,40,82,15,5.47,7,5,18,44
0,176135,89,0,1,A,1,50,2,1,20,23,59,270,7,38.57,25,50,20,77
1,176138,113,0,1,A,3,12,3,1,21,27,68,133,16,8.31,15,10,18,104
1,176140,113,0,1,A,4,8.5,4,3,16,20,48,70,8,8.75,11,5,16,105
0,176153,17,0,0,F,1,15,1,1,16,5,12,15,1,15,0,15,16,16
0,176157,29,0,0,N,3,3,2,2,20,8,22,16,3,5.33,9,5,20,24
0,176158,29,0,0,A,1,20,2,1,18,9,21,40,2,20,0,20,18,28
0,176163,41,0,0,A,2,12.75,4,2,18,13,30,51,4,12.75,20,25,18,35
0,176174,89,0,1,S,3,8.5,4,3,23,26,71,186,23,8.09,7,10,18,89
0,176176,101,0,1,A,1,9,2,0,18,25,65,89,16,5.56,7,10,18,99
0,176186,125,0,1,A,1,9,3,1,26,29,64,116,16,7.25,7,12,26,125
0,176188,137,0,1,S,3,3.8,5,1,15,31,74,103.5,29,3.57,8,2,15,130
1,176221,65,0,0,A,4,7,5,4,16,18,46,65,9,7.22,7,10,16,55
0,176237,17,0,0,F,1,20,1,1,21,6,16,20,1,20,0,20,21,21
0,176245,77,0,1,A,1,12.33,3,3,23,23,57,150,16,9.38,22,12,23,69
0,176248,89,0,0,A,1,22.5,2,0,25,22,55,87,7,12.43,20,25,25,86
1,176252,113,0,1,S,2,14,8,5,22,28,73,228,22,10.36,12,15,22,105
1,176253,137,0,1,A,1,50,1,0,18,30,75,395,12,32.92,55,50,18,129
0,176261,17,0,0,F,1,15,1,1,20,5,13,15,1,15,0,15,20,20
0,176269,29,0,1,A,3,8.5,4,1,18,11,25,40,5,8,5,10,18,32
0,176284,77,0,0,A,2,12.67,3,2,18,15,36,53,6,8.83,12,14,18,67
0,176285,77,0,0,A,2,15,2,0,15,20,51,66,6,11,10,15,15,67
1,176292,89,0,1,A,1,25,1,0,26,17,46,45,5,9,20,25,26,88
0,176296,113,0,0,A,2,11.5,4,2,15,27,66,113,12,9.42,10,10,15,113
0,176298,113,0,1,S,2,7.67,3,2,22,28,72,120,19,6.32,7,5,22,111
0,176300,113,0,1,A,1,11,1,0,18,26,68,140,14,10,22,11,18,113
0,176307,137,0,1,A,1,15,2,2,20,33,78,122,17,7.18,13,15,20,126
0,176309,137,0,1,S,4,4.6,5,1,16,25,62,76,20,3.8,8,10,16,116
0,176336,17,0,0,F,1,20,1,1,17,5,15,20,1,20,0,20,17,17
0,176352,89,0,0,A,1,22.5,2,1,15,18,40,85,6,14.17,20,25,15,80
0,176358,77,0,0,A,1,15,1,1,24,18,46,55,5,11,10,15,24,76
0,176361,89,0,0,A,1,26,2,1,19,23,53,113,6,18.83,21,26,19,79
0,176377,137,0,1,A,1,12.5,4,2,25,31,71,182,20,9.1,12,10,25,126
1,176379,17,0,0,N,1,20,1,1,21,5,13,20,1,20,0,20,21,21
1,176380,29,0,0,A,1,10,3,2,25,12,28,30,3,10,15,20,25,32
0,176386,77,0,0,A,2,14,3,1,15,23,59,104,11,9.45,10,14,15,76
1,176409,101,0,1,A,1,15,2,2,20,25,60,124,10,12.4,15,20,20,91
0,176441,89,0,1,A,1,20,1,0,18,22,54,86,7,12.29,15,20,18,89
1,176443,137,0,1,A,1,0,0,0,,32,78,280,20,14,25,10,18,129
0,176450,137,0,0,A,3,5,5,3,18,33,68,73,17,4.29,4,5,18,122
1,176454,17,0,0,F,1,23,1,1,21,6,15,23,1,23,0,23,21,21
0,176471,77,0,0,A,1,12.33,3,0,19,20,50,68,7,9.71,10,15,19,66
1,176491,41,0,0,A,2,18.67,3,2,15,15,38,66,4,16.5,12,18,15,44
0,176525,17,0,0,F,1,18,1,0,16,5,14,18,1,18,0,18,16,16
0,176529,41,0,0,A,2,12.5,2,1,18,10,24,30,3,10,10,15,18,32
0,176574,77,0,1,S,2,30,2,1,19,24,57,308,18,17.11,35,25,18,68
0,176577,17,0,0,F,1,20,1,1,16,6,14,20,1,20,0,20,16,16
0,176579,29,0,0,A,3,8.67,3,3,17,11,25,36,4,9,8,10,15,33
0,176591,29,0,0,N,1,20,1,1,24,6,16,20,1,20,0,20,24,24
0,176603,29,0,0,N,2,12.5,2,2,23,10,22,25,2,12.5,5,15,23,23
0,176608,41,0,0,A,1,12.5,2,1,24,9,22,25,2,12.5,5,15,24,30
0,176625,137,0,0,A,3,7.75,4,0,15,29,62,64,11,5.82,7,5,15,126
0,176637,77,0,0,A,2,15.33,3,3,16,22,59,133,11,12.09,20,20,16,75
1,176654,125,0,1,A,1,17,4,3,24,28,67,142,12,11.83,19,20,24,124
0,176661,17,0,0,N,2,22.5,2,2,16,7,18,45,2,22.5,5,25,16,21
0,176671,65,0,0,A,2,45,3,1,15,17,40,155,4,38.75,40,60,15,57
1,176680,101,0,1,S,3,7.33,3,2,21,15,37,95,12,7.92,5,6,18,92
0,176684,137,0,1,A,1,12.5,2,2,23,28,64,95,12,7.92,18,20,23,124
0,176687,137,0,1,A,1,15,1,1,31,30,64,117,14,8.36,11,10,18,130
0,176695,17,0,0,F,1,20,1,1,19,5,13,20,1,20,0,20,19,19
1,176697,29,0,0,F,1,15,1,1,19,5,13,15,1,15,0,15,19,19
0,176701,29,0,0,A,1,17.5,2,2,16,11,27,35,2,17.5,15,25,16,29
0,176715,53,0,1,S,4,8.89,9,4,18,20,48,149,19,7.84,5,10,18,52
0,176728,89,0,0,A,2,15,2,1,18,24,60,93,8,11.63,10,15,18,85
1,176740,17,0,0,F,1,20,1,1,17,3,7,20,1,20,0,20,17,17
1,176743,41,0,1,A,4,5,5,2,15,14,31,34,7,4.86,4,3,15,41
0,176745,125,0,1,A,3,10,4,2,18,14,30,73,12,6.08,8,10,18,125
0,176771,29,0,0,N,2,20,2,2,21,9,22,40,2,20,0,20,21,24
0,176777,29,0,0,A,2,20,3,2,16,10,27,60,3,20,25,5,16,32
0,176779,29,0,1,A,3,8,4,2,18,10,25,32,4,8,5,10,18,31
1,176781,41,0,0,A,3,10,3,2,17,13,32,35,4,8.75,5,10,17,41
0,176782,41,0,0,A,1,20,2,0,17,14,31,45,3,15,20,25,17,36
0,176806,113,0,1,A,1,50,1,0,16,24,54,325,9,36.11,45,50,16,105
0,176807,113,0,1,A,1,13.5,2,2,17,23,54,73,9,8.11,18,20,17,102
0,176814,137,0,1,S,3,14,3,0,18,13,36,102,11,9.27,15,12,18,129
1,176825,125,0,1,S,4,11.83,6,3,15,30,73,226,45,5.02,14,15,15,125
1,176833,65,0,1,S,3,21.5,4,2,24,23,59,247,16,15.44,21,26,16,64
0,176836,113,0,1,A,4,19.33,6,4,15,27,70,209,14,14.93,15,20,15,113
0,176838,29,0,0,A,1,12.5,2,2,24,9,23,25,2,12.5,5,15,24,28
1,176850,89,0,1,S,2,15,2,1,22,19,45,187,19,9.84,10,15,22,89
1,176862,137,0,1,S,2,10,2,1,26,32,78,231,23,10.04,10,10,18,123
1,176863,29,0,0,A,1,16.5,2,1,19,9,24,33,2,16.5,7,20,19,33
0,176874,77,0,0,A,1,36.67,3,1,26,21,56,188,9,20.89,35,40,26,69
0,176878,29,0,0,N,3,7.33,3,2,18,9,25,22,3,7.33,5,7,18,24
1,176881,29,0,1,A,4,6.25,4,4,16,10,25,38,7,5.43,4,5,16,29
1,176890,41,0,0,A,4,6.25,4,2,19,12,26,45,8,5.63,8,7,19,40
0,176894,65,0,0,A,1,18.33,3,1,22,20,46,93,6,15.5,12,20,22,57
1,176907,89,0,0,A,4,6,4,1,16,19,50,52,10,5.2,3,6,16,81
0,176929,29,0,0,A,3,41.5,4,1,19,13,33,176,5,35.2,40,10,18,33
0,176931,41,0,1,S,4,7.88,8,7,17,16,37,106,15,7.07,7,9,17,40
0,176932,41,0,0,A,1,15,1,0,17,11,29,35,3,11.67,5,15,17,43
0,176935,77,0,0,A,3,8.33,3,2,17,20,51,101,10,10.1,10,10,17,69
1,176948,41,0,0,A,1,17.33,3,2,22,13,29,52,3,17.33,5,17,22,34
0,176965,29,0,0,A,1,13,2,1,18,9,22,26,2,13,16,21,18,29
0,176968,41,0,1,S,4,5,7,7,17,15,37,40,8,5,0,5,17,41
0,176973,89,0,0,A,1,20,1,0,18,19,51,69,6,11.5,15,20,18,89
0,177003,101,0,0,A,2,11,2,1,15,22,54,74,11,6.73,9,12,15,95
1,177009,137,0,1,A,2,10,3,2,15,31,77,141,19,7.42,5,10,15,130
1,177017,101,0,1,A,1,13,1,0,18,23,63,114,15,7.6,10,13,18,93
0,177037,125,0,1,S,2,11,2,0,19,30,76,160,16,10,23,12,19,121
1,177039,137,0,0,A,3,15.19,4,3,17,30,65,116.75,12,9.73,10.75,15.75,17,122
1,177041,41,0,0,A,2,15,3,3,20,15,37,50,4,12.5,10,15,20,41
0,177053,137,0,1,A,1,20,2,2,24,34,82,216,22,9.82,17,20,24,128
0,177054,29,0,0,A,3,13,4,2,16,11,27,52,4,13,10,20,16,31
0,177055,41,0,0,A,1,28,1,1,20,15,39,113,4,28.25,45,28,20,44
0,177068,137,0,1,A,1,11.5,2,0,19,30,75,292,26,11.23,10,10,19,126
0,177069,137,0,1,A,1,20,2,2,18,26,51,74,7,10.57,20,25,18,127
0,177076,77,0,1,A,1,12,1,1,16,21,61,129,14,9.21,7,12,16,76
0,177083,29,0,0,N,1,15,1,1,24,6,15,15,1,15,0,15,24,24
0,177085,29,0,0,N,4,8.33,3,1,18,10,23,35,4,8.75,5,5,18,25
1,177087,29,0,1,S,4,11.4,5,3,20,12,30,57,5,11.4,6,12,20,33
0,177093,137,0,1,S,4,3.36,11,8,17,32,78,112,41,2.73,4,5,17,130
0,177112,41,0,0,A,3,12.67,3,1,16,15,37,52,7,7.43,13,6,15,44
1,177113,65,0,0,A,2,11.67,3,2,18,16,43,50,5,10,10,10,18,64
0,177119,137,0,1,A,1,19,1,0,18,33,80,248,15,16.53,20,19,18,129
1,177131,29,0,1,N,4,13,3,3,17,9,24,49,4,12.25,5,10,15,24
0,177151,77,0,1,A,2,13,3,2,19,23,59,97,11,8.82,15,12,19,69
0,177158,89,0,0,A,1,22,2,0,18,24,58,92,6,15.33,18,23,18,86
1,177190,29,0,0,A,3,7.25,4,2,15,10,25,29,4,7.25,5,10,15,32
0,177197,77,0,0,A,3,13,2,1,21,13,35,48,5,9.6,10,10,19,67
0,177224,77,0,1,A,1,10,1,0,18,22,53,108,11,9.82,20,10,18,68
0,177227,77,0,1,S,1,10,5,2,22,25,63,208,21,9.9,10,11,22,76
0,177228,77,0,0,A,2,15,2,0,18,18,49,59,5,11.8,11,16,18,77
0,177232,101,0,1,A,1,30,2,0,18,27,66,153,9,17,25,30,18,101
1,177238,137,0,1,S,2,12.5,4,3,19,33,82,191,20,9.55,12,15,19,129
0,177246,65,0,0,A,1,12.5,2,2,17,17,42,39,5,7.8,12,15,17,57
1,177260,113,0,1,A,4,6.29,7,4,15,25,62,71,12,5.92,6,6,15,112
0,177271,41,0,0,A,3,12,3,2,15,13,32,56,6,9.33,10,15,15,42
0,177273,17,0,0,F,1,15,1,0,20,5,13,15,1,15,0,15,20,20
0,177278,113,0,1,A,1,25,1,0,26,26,62,115,9,12.78,24,25,26,113
0,177280,65,0,0,A,1,30,1,1,21,21,52,116,8,14.5,25,30,21,62
0,177281,89,0,1,S,2,9,1,0,18,23,61,144,15,9.6,11,9,18,84
1,177282,137,0,1,L,1,16.33,3,1,15,30,75,129,11,11.73,14,17,15,122
0,177295,41,0,1,S,4,10,8,4,15,16,37,97.65,10,9.77,2.35,10,15,45
0,177304,89,0,0,A,1,20,1,1,17,22,54,85,8,10.63,15,20,17,81
1,177307,89,0,1,S,2,16.67,3,2,16,23,57,107,11,9.73,15,10,16,86
1,177315,137,0,1,S,2,12.33,3,0,18,28,64,99,12,8.25,10,10,18,125
1,177329,29,0,0,A,1,20,2,2,21,9,23,40,2,20,0,20,21,29
0,177340,89,0,1,A,1,13.67,3,3,16,24,62,143,14,10.21,10,15,16,87
0,177345,113,0,1,A,1,40,1,0,26,28,73,224,16,14,35,40,26,113
0,177367,113,0,1,S,3,5,3,1,18,23,52,136,20,6.8,8,5,18,113
0,177389,65,0,0,A,1,15,1,1,21,14,41,44,4,11,10,15,21,57
0,177394,65,0,0,A,3,9,4,1,17,14,38,44,6,7.33,8,11,17,62
0,177399,77,0,0,A,4,12,5,4,21,22,58,114,11,10.36,6,6,19,77
0,177402,89,0,1,S,2,9.8,5,3,16,25,66,150,18,8.33,10,15,16,80
0,177420,137,0,1,A,2,8.5,2,1,21,30,67,84,14,6,5,7,18,125
0,177421,137,0,1,S,4,6.75,4,1,16,27,68,109,16,6.81,18,10,16,116
1,177423,137,0,1,A,1,10,4,4,24,30,73,153,24,6.38,8,10,24,129
0,177428,41,0,0,A,1,20,1,1,20,10,28,30,2,15,10,20,20,42
0,177429,65,0,1,A,4,14,4,3,16,15,36,86,8,10.75,20,15,16,57
0,177433,89,0,1,A,2,10,2,0,15,22,58,141,14,10.07,6,10,15,79
0,177444,77,0,1,A,1,17.5,2,1,21,23,59,138,13,10.62,15,20,21,75
0,177453,77,0,0,A,1,20,2,1,20,17,44,65,5,13,17,20,20,69
1,177458,101,0,1,S,4,7.89,9,8,17,28,68,267,27,9.89,28,6,17,92
0,177460,125,0,1,A,1,12.5,2,0,18,28,73,97,12,8.08,17,10,18,125
0,177469,41,0,1,A,1,14,2,2,18,14,31,38,3,12.67,12,20,18,39
0,177479,17,0,0,F,1,20,1,1,16,6,13,20,1,20,0,20,16,16
0,177487,17,0,0,F,1,15,1,0,19,5,13,15,1,15,0,15,19,19
1,177516,89,0,0,A,1,19,2,0,18,24,54,94,7,13.43,19,22,18,88
1,177523,125,0,1,S,3,4,4,2,18,17,46,71,20,3.55,3,5,18,104
0,177543,29,0,0,N,1,20,1,1,24,6,15,20,1,20,0,20,24,24
0,177554,41,0,1,A,1,12.25,4,1,20,15,40,54,5,10.8,11,15,20,40
1,177556,41,0,1,A,2,18,4,1,15,17,40,107,6,17.83,20,10,15,45
0,177573,113,0,0,A,1,35,1,1,22,25,58,155,5,31,10,35,22,107
0,177586,137,0,1,A,1,10,1,1,21,26,67,166,20,8.3,5,10,21,126
1,177613,53,0,1,A,1,22,5,4,24,20,48,250,13,19.23,15,20,24,53
0,177614,53,0,1,S,2,11,2,1,26,15,36,88,8,11,20,25,18,53
0,177626,89,0,0,A,2,18,2,0,19,21,51,83,5,16.6,4,19,19,88
0,177636,137,0,1,S,4,5.5,6,5,15,32,76,99,24,4.13,5,7,15,130
1,177640,137,0,1,A,1,28.5,2,1,18,33,81,455,24,18.96,35,30,18,122
0,177657,89,0,0,L,1,30,1,0,26,39,95,187,10,18.7,23,30,26,84
0,177664,101,0,0,A,2,16.67,3,0,15,20,52,87,8,10.88,15,20,15,89
